Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.8s
Starting TP benchmark: paper-faithful-v3-alg2only_steady_rate8_seed1
Generated 3387 requests
Request model_2#0 arrives at 132696.943090217, sleeping for 0.00252188096055761 seconds
Request model_4#0 arrives at 132696.946249141, sleeping for 0.03834922346868552 seconds
Request model_5#0 arrives at 132696.985662186, sleeping for 0.1820836368133314 seconds
Request model_5#1 arrives at 132697.168425357, sleeping for 0.055990285211009905 seconds
Request model_2#1 arrives at 132697.225102552, sleeping for 1.1798794877831824 seconds
Request model_6#0 arrives at 132698.406181653, sleeping for 0.18318806544994004 seconds
Request model_5#2 arrives at 132698.590077024, sleeping for 0.10380348385660909 seconds
Request model_5#3 arrives at 132698.695380656, sleeping for 0.12821189951500855 seconds
Request model_6#1 arrives at 132698.823938574, sleeping for 0.008582659851526842 seconds
Request model_5#4 arrives at 132698.833292915, sleeping for 0.1224362394423224 seconds
Request model_4#1 arrives at 132698.956635687, sleeping for 0.14714587936759926 seconds
Request model_3#0 arrives at 132699.104325177, sleeping for 0.10864886397030205 seconds
Request model_3#1 arrives at 132699.213772403, sleeping for 0.340219341655029 seconds
Request model_3#2 arrives at 132699.555351257, sleeping for 0.20628567098174244 seconds
Request model_3#3 arrives at 132699.764109267, sleeping for 0.014742942032171413 seconds
Request model_1#0 arrives at 132699.779956055, sleeping for 0.5051332807051949 seconds
Request model_3#4 arrives at 132700.286520329, sleeping for 0.14695432133157738 seconds
Request model_6#2 arrives at 132700.433954359, sleeping for 0.27830626809736714 seconds
Request model_5#5 arrives at 132700.714729233, sleeping for 0.18484888345119543 seconds
Request model_4#2 arrives at 132700.901098688, sleeping for 0.04563560738461092 seconds
Request model_5#6 arrives at 132700.947170361, sleeping for 0.0012009698548354208 seconds
Request model_5#7 arrives at 132700.948850482, sleeping for 0.19621663563884795 seconds
Request model_5#8 arrives at 132701.14609406, sleeping for 0.2673394897428807 seconds
Request model_3#5 arrives at 132701.413926559, sleeping for 0.20326406139065512 seconds
Request model_5#9 arrives at 132701.618500724, sleeping for 0.1309998748183716 seconds
Request model_3#6 arrives at 132701.750766027, sleeping for 0.12299451057333499 seconds
Request model_5#10 arrives at 132701.87479488, sleeping for 0.16577434045029804 seconds
Request model_3#7 arrives at 132702.041981392, sleeping for 0.20780815646867268 seconds
Request model_4#3 arrives at 132702.250421003, sleeping for 0.05576353656942956 seconds
Request model_4#4 arrives at 132702.307277578, sleeping for 0.029758891119854525 seconds
Request model_3#8 arrives at 132702.337959544, sleeping for 0.010041076980996877 seconds
